duration_seconds,quiz_seconds,quiz_score,wrong_count,answer_change_count,max_answer_changes_per_question,hidden_count,focus_ratio,total_input_events,active_ratio,face_absent_seconds,longest_face_absence_seconds,absence_count,multiple_faces_seconds,multiple_faces_detected_count,label
420,161,82,2,2,0,0,0.96,94,0.195,60,23,4,0,0,1
215,56,30,7,9,6,4,0.64,23,0.12,42,17,1,0,0,1
576,145,88,1,2,2,2,0.795,148,0.16,14,12,0,0,0,0
775,98,80,2,1,1,1,0.877,15,0.023,2,1,1,0,0,1
359,120,99,0,4,0,1,0.951,208,0.199,18,7,0,9,2,1
570,78,86,1,3,0,1,0.942,188,0.178,15,8,0,0,0,0
376,158,76,2,4,0,0,0.876,44,0.285,10,9,0,0,0,0
26,17,73,3,0,0,0,0.89,156,0.339,17,3,0,0,0,1
673,168,78,2,2,2,1,0.799,87,0.218,14,8,2,0,0,0
276,106,77,2,2,2,0,0.806,63,0.239,11,4,0,0,0,0
605,46,83,2,2,2,0,0.884,72,0.104,12,6,2,0,0,0
21,31,80,2,2,2,2,0.802,198,0.14,11,4,2,0,0,0
243,121,97,0,0,0,2,0.96,89,0.083,6,6,0,0,0,0
386,202,99,0,1,0,2,0.814,58,0.149,8,2,2,0,0,0
583,54,81,2,2,0,1,0.882,187,0.34,10,8,1,0,0,0
61,10,6,9,2,2,0,0.985,41,0.258,8,3,1,0,0,1
8,20,14,10,3,2,0,0.84,128,0.296,12,7,2,0,0,1
307,210,71,3,4,3,1,0.85,200,0.108,7,5,0,0,0,0
387,159,86,1,1,1,0,0.927,165,0.183,11,10,1,0,0,0
51,24,9,9,1,0,2,0.792,141,0.251,10,10,2,0,0,1
457,113,89,1,1,0,0,0.781,213,0.107,51,50,2,0,0,1
343,80,72,3,3,0,1,0.961,114,0.186,3,3,1,0,0,0
24,17,33,8,3,1,1,0.96,47,0.13,8,0,0,0,0,1
266,106,89,1,4,1,0,0.981,88,0.334,14,12,2,0,0,0
322,70,73,3,4,0,0,0.87,105,0.124,9,4,2,25,2,1
435,188,86,1,1,1,0,0.787,172,0.253,5,5,1,24,4,1
29,5,79,2,3,0,2,0.997,197,0.317,9,7,1,0,0,1
222,187,72,3,2,2,9,0.455,47,0.224,14,4,1,0,0,1
266,190,89,1,1,1,2,0.827,180,0.315,8,8,1,0,0,0
602,125,99,0,1,1,0,0.89,64,0.134,17,7,0,0,0,0
24,4,21,10,1,1,1,0.916,86,0.35,0,0,1,0,0,1
814,185,99,0,3,0,0,0.941,8,0.014,17,4,2,0,0,1
383,198,97,0,0,0,2,0.876,86,0.319,5,3,2,0,0,0
701,193,89,1,4,3,1,0.991,160,0.33,8,8,0,0,0,0
581,188,94,1,3,2,0,0.924,153,0.172,17,8,1,0,0,0
419,142,85,2,4,0,2,0.872,87,0.148,16,3,2,0,0,0
567,52,81,2,2,2,10,0.61,81,0.224,20,2,1,0,0,1
607,106,70,3,4,0,0,0.795,216,0.2,75,39,2,0,0,1
557,132,95,0,4,0,0,0.994,206,0.12,6,2,0,0,0,0
269,92,89,1,4,0,0,0.791,112,0.188,13,1,2,17,2,1
693,106,99,0,0,0,1,0.916,15,0.073,9,7,0,0,0,0
628,186,96,0,4,1,1,0.815,7,0.029,12,9,1,0,0,1
329,153,71,3,4,3,2,0.816,166,0.136,3,0,2,0,0,0
25,12,84,2,3,1,2,0.843,137,0.108,9,9,2,0,0,1
231,42,70,3,6,6,5,0.747,36,0.032,39,15,1,0,0,1
34,22,3,8,4,1,2,0.843,217,0.336,6,2,2,0,0,1
26,19,74,3,2,2,2,0.826,62,0.239,8,7,0,0,0,1
9,26,97,0,4,0,2,0.99,110,0.102,0,0,0,0,0,1
690,158,76,2,2,0,2,0.949,167,0.315,97,18,1,0,0,1
29,15,73,3,1,1,2,0.99,65,0.125,2,1,0,0,0,1
132,25,70,3,6,7,2,0.666,45,0.06,64,29,2,0,0,1
325,153,95,0,2,0,1,0.836,139,0.237,15,12,2,0,0,0
242,65,20,8,10,7,6,0.504,19,0.08,44,9,2,0,0,1
521,147,92,1,3,0,1,0.811,211,0.221,4,2,2,0,0,0
280,81,80,2,4,1,1,0.958,57,0.179,3,0,0,0,0,0
278,140,95,0,4,1,0,0.852,83,0.089,7,2,1,0,0,0
455,127,92,1,1,0,5,0.261,46,0.279,1,1,2,0,0,1
564,190,74,3,2,2,1,0.97,39,0.166,88,69,4,0,0,1
377,118,92,1,2,2,8,0.603,204,0.191,17,0,0,0,0,1
160,75,60,4,8,4,6,0.735,39,0.045,16,9,0,0,0,1
709,160,77,2,2,2,0,0.89,75,0.144,97,47,1,0,0,1
564,152,98,0,2,2,0,0.84,35,0.213,5,5,1,0,0,0
471,114,76,2,0,0,4,0.387,76,0.265,8,8,0,0,0,1
45,19,98,0,4,2,0,0.834,60,0.151,17,2,0,0,0,1
660,99,96,0,4,2,2,0.996,93,0.114,7,1,2,0,0,0
61,16,7,9,0,0,0,0.93,156,0.153,13,7,0,0,0,1
607,145,89,1,4,1,0,0.914,77,0.263,3,3,0,0,0,0
45,11,82,2,4,2,0,0.912,213,0.081,6,6,0,0,0,1
62,26,2,10,0,0,0,0.912,95,0.101,16,2,1,0,0,1
27,10,84,2,1,1,2,0.802,49,0.13,10,10,2,0,0,1
522,135,84,2,3,2,2,0.804,91,0.128,15,9,0,0,0,0
421,132,79,2,4,0,0,0.996,39,0.189,18,12,1,0,0,0
663,198,90,1,3,1,2,0.864,172,0.291,11,4,0,0,0,0
610,81,77,2,1,1,6,0.428,99,0.176,20,8,1,0,0,1
887,158,75,2,1,1,1,0.93,7,0.008,3,1,1,0,0,1
582,91,93,1,1,1,0,0.833,141,0.221,9,7,0,0,0,0
617,90,73,3,2,0,1,0.88,1,0.016,7,2,0,0,0,1
498,176,70,3,2,0,0,0.853,50,0.127,18,7,1,0,0,0
688,169,87,1,1,1,0,0.893,8,0.067,2,2,2,0,0,1
40,35,76,2,4,3,1,0.931,68,0.092,19,7,2,0,0,1
462,164,86,1,3,0,1,0.788,166,0.169,9,0,0,0,0,0
43,33,79,2,4,1,0,0.954,83,0.306,12,3,2,0,0,1
559,93,77,2,3,0,0,0.875,75,0.15,15,4,2,0,0,0
685,71,82,2,4,2,2,0.795,107,0.268,0,0,2,0,0,0
437,165,87,1,3,0,7,0.658,91,0.333,1,1,2,0,0,1
48,16,26,8,0,0,1,0.922,159,0.098,9,4,2,0,0,1
622,157,92,1,4,2,1,0.837,111,0.095,75,56,2,0,0,1
555,146,83,2,0,0,1,0.805,198,0.126,1,1,1,15,4,1
819,106,97,0,1,1,2,0.946,13,0.008,4,4,0,0,0,1
140,76,70,3,10,5,2,0.549,32,0.047,18,17,0,0,0,1
635,153,94,1,3,0,1,0.876,76,0.281,17,9,2,0,0,0
37,7,84,2,3,2,1,0.837,151,0.319,7,7,2,0,0,1
224,51,70,3,5,9,5,0.648,14,0.025,33,20,0,0,0,1
359,73,20,8,5,4,6,0.525,45,0.095,39,9,2,0,0,1
354,185,70,3,4,1,2,0.842,50,0.27,2,2,2,0,0,0
273,55,30,7,6,8,3,0.551,31,0.024,44,10,0,0,0,1
630,78,81,2,3,0,2,0.805,36,0.259,20,7,0,0,0,0
595,207,93,1,0,0,2,0.868,136,0.082,108,62,3,0,0,1
56,27,23,8,4,0,1,0.97,50,0.34,20,1,1,0,0,1
330,142,84,2,2,2,1,0.947,101,0.148,20,3,0,0,0,0
269,45,89,1,0,0,1,0.882,157,0.245,11,7,1,0,0,0
45,20,28,9,0,0,2,0.861,219,0.279,3,3,0,0,0,1
556,135,86,1,3,3,0,0.855,18,0.067,15,0,2,0,0,0
614,206,100,0,1,1,0,0.791,48,0.158,9,3,2,0,0,0
18,30,78,2,1,1,2,0.789,55,0.143,10,7,0,0,0,1
58,9,20,9,3,1,0,0.849,213,0.342,11,2,1,0,0,1
30,7,93,1,1,0,0,0.792,83,0.196,9,7,0,0,0,1
469,170,78,2,2,1,2,0.821,162,0.251,14,9,2,0,0,0
380,165,87,1,2,1,2,0.907,126,0.277,13,9,0,0,0,0
546,152,70,3,0,0,7,0.655,56,0.191,8,8,2,0,0,1
323,202,91,1,2,2,0,0.882,67,0.269,13,12,0,0,0,0
41,22,90,1,1,0,0,0.895,196,0.211,17,2,1,0,0,1
564,196,95,0,2,2,2,0.81,192,0.209,14,4,1,9,1,1
330,142,100,0,2,2,1,0.838,54,0.334,14,5,0,0,0,0
282,48,92,1,4,2,2,0.989,68,0.253,7,2,2,0,0,0
609,58,79,2,1,1,2,0.914,57,0.131,20,5,0,0,0,0
13,16,30,7,0,0,0,0.845,182,0.26,10,0,1,0,0,1
33,11,76,2,3,0,2,0.836,165,0.263,10,10,1,0,0,1
499,156,74,3,0,0,2,0.802,123,0.154,9,9,0,0,0,0
24,6,97,0,3,2,1,0.869,166,0.171,1,0,2,0,0,1
590,146,74,3,0,0,9,0.379,220,0.336,8,8,0,0,0,1
381,96,84,2,4,2,0,0.883,127,0.317,8,6,2,0,0,0
610,121,91,1,2,1,1,0.879,17,0.063,5,5,0,0,0,1
22,23,33,9,2,0,2,0.988,212,0.098,7,7,1,0,0,1
560,61,91,1,4,1,4,0.565,209,0.129,20,10,0,0,0,1
19,28,87,1,2,1,1,0.936,42,0.248,15,12,0,0,0,1
641,88,90,1,3,1,8,0.554,217,0.282,6,2,0,0,0,1
20,3,17,9,4,2,2,0.901,161,0.185,16,8,2,0,0,1
550,79,74,3,1,1,9,0.49,46,0.343,15,7,1,0,0,1
555,151,76,2,3,2,0,0.911,3,0.038,13,6,0,0,0,1
67,6,9,7,2,2,0,0.794,186,0.167,9,0,0,0,0,1
708,155,85,2,0,0,2,0.868,10,0.037,17,2,1,0,0,1
561,121,74,3,2,1,0,0.837,79,0.281,7,7,2,0,0,0
149,74,60,4,11,9,6,0.571,37,0.064,31,21,1,0,0,1
12,4,98,0,1,1,1,0.992,131,0.091,13,9,2,0,0,1
428,131,93,1,2,0,1,0.802,17,0.024,1,1,1,0,0,1
283,138,70,3,1,1,2,0.896,77,0.136,3,3,1,0,0,0
486,81,82,2,3,3,2,0.891,187,0.178,13,12,0,0,0,0
610,179,94,1,0,0,0,0.997,148,0.256,6,5,0,0,0,0
65,14,3,7,1,1,1,0.833,60,0.149,12,4,0,0,0,1
41,6,6,8,3,1,1,0.928,117,0.096,9,4,0,0,0,1
283,75,100,0,2,2,1,0.892,82,0.096,17,9,2,0,0,0
38,23,77,2,2,2,1,0.873,142,0.257,19,3,1,0,0,1
549,87,72,3,4,2,2,0.893,181,0.084,7,7,1,0,0,0
468,94,80,2,2,1,2,0.913,5,0.039,13,1,1,0,0,1
710,129,75,2,0,0,1,0.841,187,0.085,107,33,2,0,0,1
26,12,100,0,2,2,2,0.798,167,0.162,12,0,2,0,0,1
448,114,80,2,4,0,0,0.785,200,0.303,5,5,2,0,0,0
590,117,80,2,2,2,6,0.417,190,0.253,5,5,1,0,0,1
387,60,86,1,4,1,0,0.864,61,0.331,3,3,0,0,0,0
264,159,88,1,3,3,0,0.827,162,0.259,15,1,0,23,3,1
464,166,88,1,2,2,0,0.8,82,0.276,7,7,1,0,0,0
277,46,73,3,1,1,4,0.281,136,0.327,13,5,1,0,0,1
620,56,100,0,4,0,2,0.934,7,0.038,12,0,1,0,0,1
426,149,75,2,1,1,1,0.862,192,0.196,19,3,0,0,0,0
119,71,50,5,9,5,4,0.486,12,0.113,47,28,2,0,0,1
33,32,72,3,3,1,1,0.966,128,0.086,3,3,1,0,0,0
720,101,87,1,1,1,2,0.854,66,0.274,3,3,0,0,0,0
547,59,82,2,3,2,2,0.829,108,0.143,5,5,0,14,2,1
39,20,35,7,4,1,1,0.929,157,0.266,1,1,1,0,0,1
473,193,76,2,2,1,7,0.272,215,0.13,0,0,1,0,0,1
393,179,98,0,2,2,4,0.293,72,0.172,12,10,0,0,0,1
232,61,20,8,12,8,2,0.509,34,0.063,56,25,1,0,0,1
422,115,76,2,3,0,0,0.876,160,0.196,7,7,2,0,0,0
547,177,82,2,0,0,0,0.858,4,0.05,6,6,1,0,0,1
242,59,60,4,9,9,4,0.583,12,0.088,39,9,2,0,0,1
242,86,82,2,4,2,2,0.907,145,0.096,0,0,0,0,0,0
70,19,4,7,1,1,2,0.813,81,0.177,5,5,1,0,0,1
249,138,72,3,4,2,2,0.898,140,0.116,15,10,1,32,2,1
668,145,91,1,3,1,0,0.997,111,0.225,6,0,0,0,0,0
255,64,72,3,1,0,2,0.862,100,0.25,13,7,0,0,0,0
34,14,90,1,4,2,2,0.942,131,0.214,11,11,1,0,0,1
67,20,26,10,2,0,0,0.958,108,0.286,9,9,2,0,0,1
543,90,88,1,4,2,0,0.89,58,0.253,7,7,2,0,0,0
309,69,72,3,1,0,0,0.844,189,0.174,6,6,0,0,0,0
448,191,99,0,4,3,1,0.982,136,0.114,91,24,1,0,0,1
22,30,93,1,3,2,0,0.982,60,0.324,9,9,0,0,0,1
594,110,86,1,0,0,2,0.787,195,0.215,15,0,0,0,0,0
393,117,78,2,4,0,0,1.0,144,0.301,1,1,1,0,0,0
402,130,78,2,3,1,0,0.955,98,0.092,2,2,2,0,0,0
688,174,82,2,2,0,0,0.845,49,0.298,5,0,1,0,0,0
29,7,89,1,4,0,2,0.966,163,0.289,18,5,1,0,0,1
19,30,81,2,4,3,2,0.921,38,0.105,11,4,0,0,0,1
561,90,91,1,3,3,2,0.818,175,0.204,12,11,0,0,0,0
594,118,84,2,2,1,1,0.969,189,0.277,19,0,1,0,0,0
365,73,92,1,2,2,0,0.938,193,0.241,20,9,1,0,0,0
638,161,89,1,0,0,1,0.824,187,0.289,2,2,1,0,0,0
317,135,78,2,4,3,0,0.874,157,0.229,10,10,2,0,0,0
352,75,50,5,8,3,3,0.455,44,0.049,62,20,1,0,0,1
416,114,100,0,0,0,0,0.864,48,0.17,15,10,2,0,0,0
394,59,97,0,2,2,2,0.801,153,0.34,13,6,0,0,0,0
35,4,28,10,2,1,2,0.882,38,0.206,13,5,0,0,0,1
672,177,73,3,1,0,0,0.919,116,0.294,104,40,1,0,0,1
15,19,82,2,2,1,2,0.892,149,0.326,3,3,2,0,0,1
641,143,96,0,2,1,2,0.915,195,0.3,1,0,2,0,0,0
376,81,71,3,1,1,1,0.8,64,0.112,14,7,2,0,0,0
136,70,70,3,7,3,2,0.541,21,0.103,37,13,2,0,0,1
328,120,90,1,3,0,0,0.875,173,0.13,9,5,1,0,0,0
679,202,87,1,1,0,1,0.816,198,0.2,18,0,0,0,0,0
347,61,30,7,11,4,5,0.607,12,0.085,37,14,1,0,0,1
241,184,97,0,0,0,1,0.95,82,0.258,6,6,2,29,2,1
513,194,94,1,0,0,2,0.949,37,0.114,17,10,0,0,0,0
554,70,84,2,0,0,0,0.932,143,0.12,6,6,2,0,0,0
747,161,75,2,2,2,2,0.924,4,0.008,14,2,2,0,0,1
559,128,76,2,4,2,2,0.955,92,0.309,14,2,0,0,0,0
217,156,88,1,2,2,8,0.411,212,0.19,6,4,2,0,0,1
517,166,70,3,0,0,2,0.918,141,0.11,9,5,0,0,0,0
380,104,96,0,4,3,2,0.975,146,0.308,12,11,0,23,1,1
536,45,83,2,1,0,0,0.794,92,0.102,13,0,1,0,0,0
432,102,92,1,0,0,1,0.976,113,0.1,8,0,0,0,0,0
709,60,98,0,2,1,1,0.813,68,0.088,52,19,2,0,0,1
304,123,86,1,3,1,2,0.961,51,0.147,38,19,2,0,0,1
453,194,73,3,3,0,1,0.858,160,0.093,18,7,0,0,0,0
527,171,74,3,3,1,1,0.868,211,0.197,1,1,2,0,0,0
318,203,84,2,1,1,1,0.875,190,0.163,3,3,0,0,0,0
574,69,92,1,1,1,2,0.898,48,0.307,5,5,1,0,0,0
458,158,95,0,3,3,1,0.954,67,0.096,2,2,2,0,0,0
496,84,98,0,4,0,1,0.793,128,0.097,1,1,2,0,0,0
427,63,90,1,3,3,0,0.831,85,0.329,14,10,1,0,0,0
40,9,4,7,1,1,1,0.842,160,0.231,2,2,1,0,0,1
130,36,20,8,6,8,5,0.678,43,0.1,46,25,2,0,0,1
56,19,25,7,3,1,2,0.905,77,0.3,2,2,0,0,0,1
414,116,82,2,1,1,2,0.897,105,0.271,14,0,0,0,0,0
322,147,93,1,2,2,0,0.8,78,0.185,6,5,1,13,3,1
355,65,100,0,1,1,2,0.934,152,0.28,20,6,1,0,0,0
254,152,71,3,2,0,0,0.841,134,0.134,16,11,0,35,1,1
43,21,30,9,0,0,0,0.855,191,0.253,6,6,0,0,0,1
218,63,50,5,7,3,2,0.463,44,0.075,31,29,0,0,0,1
333,151,70,3,2,1,1,0.842,178,0.327,17,2,1,0,0,0
649,164,90,1,3,3,6,0.305,195,0.173,1,1,1,0,0,1
326,122,94,1,3,2,0,0.937,99,0.338,7,6,1,0,0,0
366,92,84,2,0,0,1,0.872,94,0.199,6,1,2,0,0,0
42,25,78,2,3,0,1,0.994,123,0.108,18,6,0,0,0,1
414,99,94,1,2,0,2,0.871,87,0.226,6,6,2,0,0,0
44,10,10,9,0,0,1,0.906,138,0.105,5,2,2,0,0,1
557,91,87,1,0,0,1,0.845,37,0.283,15,5,1,0,0,0
29,18,27,8,3,1,1,0.96,180,0.15,0,0,2,0,0,1
35,3,35,9,4,2,1,0.814,153,0.327,0,0,0,0,0,1
9,27,32,9,0,0,0,0.791,93,0.231,2,2,0,0,0,1
55,10,26,10,1,0,0,0.804,69,0.108,4,1,2,0,0,1
622,57,70,3,0,0,2,0.96,61,0.326,7,7,1,8,3,1
633,199,73,3,3,0,2,0.801,97,0.269,12,11,2,26,1,1
156,35,40,6,8,5,3,0.591,27,0.084,16,16,0,0,0,1
242,169,71,3,0,0,0,0.896,187,0.292,10,4,1,0,0,0
565,145,77,2,3,1,1,0.859,36,0.202,19,9,0,0,0,0
714,81,94,1,2,1,0,0.913,179,0.115,9,5,2,0,0,0
302,84,71,3,0,0,0,0.951,146,0.226,4,3,2,0,0,0
319,128,77,2,0,0,1,0.847,112,0.273,4,4,2,0,0,0
619,114,97,0,2,2,2,0.946,183,0.17,60,52,3,0,0,1
604,68,82,2,3,0,2,0.883,218,0.085,9,6,2,0,0,0
500,166,94,1,2,2,0,0.916,5,0.034,4,3,1,0,0,1
378,158,100,0,4,3,0,0.913,89,0.285,12,2,0,0,0,0
462,82,92,1,0,0,1,0.832,87,0.128,20,5,0,0,0,0
415,88,95,0,4,0,1,0.94,93,0.299,18,7,1,0,0,0
617,107,80,2,2,1,7,0.514,80,0.093,9,4,1,0,0,1
572,156,72,3,1,1,1,0.902,65,0.268,7,7,2,0,0,0
637,179,96,0,2,2,2,0.933,112,0.082,7,7,2,0,0,0
619,48,95,0,0,0,1,0.861,14,0.045,14,12,1,0,0,1
459,117,93,1,2,1,2,0.991,4,0.039,19,12,0,0,0,1
306,161,95,0,3,0,0,0.89,163,0.255,5,2,0,19,3,1
433,76,97,0,1,1,2,0.979,179,0.147,13,1,0,0,0,0
380,58,97,0,3,3,10,0.653,50,0.145,7,7,0,0,0,1
521,198,85,2,1,1,2,0.843,94,0.084,5,2,2,0,0,0
297,121,77,2,1,1,1,0.964,196,0.194,0,0,0,0,0,0
433,131,94,1,2,0,0,0.959,36,0.272,6,6,0,0,0,0
678,70,86,1,3,2,2,0.793,109,0.275,0,0,1,0,0,0
618,68,77,2,4,0,2,0.996,119,0.268,19,3,0,0,0,0
35,33,82,2,2,2,1,0.913,149,0.276,11,10,1,0,0,1
356,143,76,2,2,1,10,0.488,110,0.263,5,5,2,0,0,1
555,72,93,1,2,2,1,0.99,162,0.115,15,7,0,0,0,0
170,35,70,3,6,4,5,0.514,10,0.077,58,11,2,0,0,1
57,25,28,9,3,2,1,0.799,173,0.223,11,8,0,0,0,1
673,124,86,1,1,0,1,0.864,219,0.292,14,7,1,11,3,1
419,74,81,2,2,1,0,0.867,65,0.119,3,1,1,0,0,0
255,152,73,3,2,1,0,0.785,128,0.325,9,9,1,35,1,1
8,18,7,9,0,0,1,0.937,174,0.248,10,0,1,0,0,1
413,92,83,2,0,0,9,0.555,86,0.299,19,11,0,0,0,1
497,102,89,1,2,0,7,0.403,171,0.328,2,2,0,0,0,1
301,112,97,0,1,0,0,0.884,195,0.271,80,49,2,0,0,1
63,28,35,8,0,0,2,0.802,51,0.328,19,4,2,0,0,1
259,72,71,3,0,0,1,0.975,104,0.189,4,4,2,0,0,0
13,12,75,2,2,0,0,0.833,55,0.316,10,4,0,0,0,1
502,103,89,1,2,2,2,0.88,120,0.268,6,6,2,0,0,0
16,11,81,2,1,1,2,0.885,195,0.267,10,5,2,0,0,1
479,136,78,2,0,0,0,0.976,128,0.254,19,10,1,0,0,0
606,159,94,1,1,1,9,0.44,121,0.342,19,12,0,0,0,1
480,49,91,1,3,3,1,0.861,6,0.051,17,6,0,0,0,1
401,156,90,1,1,1,1,0.837,141,0.262,20,0,1,0,0,0
243,111,75,2,3,2,1,0.818,95,0.299,20,11,2,0,0,1
363,187,88,1,4,0,2,0.937,50,0.27,5,5,0,0,0,0
39,9,74,3,0,0,1,0.94,163,0.122,11,0,0,0,0,1
271,137,85,2,2,2,2,0.903,77,0.165,13,2,0,0,0,0
608,130,91,1,3,0,2,0.83,59,0.18,14,10,0,0,0,0
25,35,75,2,3,0,2,0.985,202,0.27,19,9,0,0,0,1
12,10,99,0,3,1,2,0.81,126,0.327,14,1,0,0,0,1
292,186,98,0,0,0,0,0.78,218,0.256,8,2,2,0,0,0
432,111,98,0,3,0,2,0.931,135,0.26,39,26,4,0,0,1
493,172,74,3,3,3,2,0.974,133,0.084,6,6,0,0,0,0
699,196,80,2,4,0,2,0.818,163,0.086,17,7,1,0,0,0
367,80,70,3,0,0,1,0.974,41,0.187,8,5,2,0,0,0
317,122,86,1,3,3,2,0.827,52,0.192,19,5,1,0,0,0
648,101,85,2,3,2,2,0.803,193,0.263,11,8,0,0,0,0
334,52,91,1,4,0,0,0.783,186,0.333,20,0,1,0,0,0
36,4,21,9,2,2,2,0.798,77,0.28,14,5,2,0,0,1
510,80,96,0,3,0,0,0.809,98,0.156,2,2,1,0,0,0
14,20,89,1,0,0,2,0.846,136,0.25,0,0,0,0,0,1
300,64,76,2,1,1,1,0.883,178,0.182,11,10,2,0,0,0
446,77,98,0,4,3,10,0.582,128,0.173,14,7,1,0,0,1
417,80,80,2,3,2,1,0.781,140,0.327,7,7,1,0,0,0
317,186,96,0,3,2,7,0.623,45,0.163,4,4,2,0,0,1
386,87,78,2,1,1,1,0.947,73,0.218,5,3,1,0,0,0
448,196,86,1,2,0,0,0.919,205,0.227,5,5,0,0,0,0
433,93,84,2,1,1,2,0.786,193,0.251,10,2,0,0,0,0
206,61,60,4,6,4,2,0.69,32,0.11,43,21,2,0,0,1
355,70,86,1,3,2,1,0.817,96,0.145,11,3,0,0,0,0
53,23,0,8,3,1,2,0.91,159,0.284,2,2,1,0,0,1
216,27,20,8,8,9,2,0.731,13,0.098,39,14,2,0,0,1
719,80,71,3,0,0,1,0.901,127,0.097,7,7,1,0,0,0
342,170,89,1,2,2,6,0.662,158,0.149,4,4,2,0,0,1
252,102,91,1,2,0,6,0.503,202,0.16,19,10,2,0,0,1
618,200,76,2,0,0,6,0.336,48,0.264,7,0,1,0,0,1
593,55,74,3,4,2,4,0.408,196,0.088,2,2,1,0,0,1
584,115,85,2,3,1,5,0.611,177,0.12,7,7,2,0,0,1
357,108,96,0,1,0,1,0.935,101,0.309,5,3,2,0,0,0
651,208,91,1,0,0,2,0.845,10,0.06,11,9,1,0,0,1
336,80,87,1,1,0,0,0.974,48,0.101,96,46,3,0,0,1
380,81,86,1,4,1,0,0.785,47,0.27,11,0,1,0,0,0
280,169,84,2,0,0,1,0.859,219,0.174,4,4,1,0,0,0
342,166,75,2,1,1,2,0.803,72,0.268,10,1,0,0,0,0
190,69,96,0,0,0,9,0.492,38,0.325,19,11,0,0,0,1
14,28,81,2,2,0,0,0.806,45,0.185,8,4,1,0,0,1
191,70,60,4,7,4,4,0.669,42,0.077,45,25,2,0,0,1
496,168,75,2,0,0,1,0.935,210,0.307,67,43,2,0,0,1
25,30,96,0,0,0,1,0.839,182,0.187,3,3,0,0,0,1
817,167,76,2,3,2,0,0.868,3,0.047,12,12,2,0,0,1
681,172,70,3,3,0,0,0.83,184,0.263,8,2,2,0,0,0
371,210,82,2,4,1,1,0.863,135,0.199,20,6,0,27,1,1
64,4,12,9,1,1,1,0.914,40,0.156,15,7,2,0,0,1
386,109,78,2,3,3,1,0.837,176,0.127,13,0,0,0,0,0
469,207,82,2,2,1,0,0.905,186,0.147,104,37,2,0,0,1
801,175,76,2,3,2,2,0.986,6,0.016,3,2,2,0,0,1
255,74,91,1,3,3,1,0.875,75,0.241,20,5,1,0,0,0
34,26,88,1,3,0,1,0.873,73,0.241,0,0,1,0,0,1
361,148,95,0,3,2,1,0.915,108,0.145,3,3,2,0,0,0
318,123,95,0,1,0,0,0.783,201,0.239,3,2,0,0,0,0
574,126,93,1,3,0,1,0.835,36,0.297,7,7,0,0,0,0
495,110,76,2,2,1,2,0.865,115,0.29,2,1,1,0,0,0
409,56,80,2,1,1,2,0.944,209,0.114,1,1,1,21,4,1
410,97,100,0,2,1,0,0.933,103,0.336,13,0,1,0,0,0
366,108,82,2,2,0,0,0.792,198,0.347,85,33,1,0,0,1
570,192,83,2,4,2,2,0.857,62,0.145,12,4,2,16,1,1
363,194,88,1,3,2,1,0.796,68,0.205,5,4,0,0,0,0
574,159,70,3,4,1,2,0.808,214,0.334,43,21,2,0,0,1
252,169,87,1,2,2,2,0.864,83,0.263,16,2,1,0,0,0
332,46,60,4,7,6,2,0.639,29,0.108,29,27,1,0,0,1
412,120,71,3,1,1,1,0.912,57,0.16,16,2,0,0,0,0
281,137,72,3,4,2,1,0.97,186,0.147,3,3,2,0,0,0
655,65,83,2,0,0,0,0.98,15,0.069,14,8,1,0,0,1
634,72,83,2,4,3,0,0.996,12,0.065,6,6,1,0,0,1
622,48,90,1,1,0,4,0.668,70,0.227,7,3,2,0,0,1
599,174,93,1,1,1,9,0.377,120,0.202,12,4,2,0,0,1
615,124,99,0,3,1,0,0.997,169,0.262,20,7,2,0,0,0
623,142,92,1,3,2,6,0.408,153,0.233,19,8,0,0,0,1
23,7,29,8,4,0,0,0.826,218,0.21,3,3,2,0,0,1
112,43,20,8,9,9,5,0.488,45,0.052,16,13,0,0,0,1
664,93,98,0,2,2,0,0.791,6,0.006,6,2,2,0,0,1
314,94,85,2,1,1,0,0.816,171,0.106,19,10,2,0,0,0
18,3,2,8,3,3,0,0.842,145,0.145,11,8,2,0,0,1
48,25,10,10,2,0,0,0.994,207,0.323,8,2,2,0,0,1
640,148,88,1,1,1,2,0.832,145,0.093,20,11,2,0,0,0
120,27,50,5,7,4,6,0.532,32,0.051,15,10,1,0,0,1
136,32,20,8,6,5,2,0.492,20,0.054,15,11,2,0,0,1
445,83,83,2,3,0,1,0.939,215,0.094,4,3,2,0,0,0
333,207,92,1,0,0,1,0.991,166,0.306,5,5,2,0,0,0
348,184,85,2,4,2,0,0.819,131,0.254,11,8,1,0,0,0
27,6,70,3,1,1,2,0.867,155,0.296,14,1,0,0,0,1
27,4,19,10,1,1,0,0.9,204,0.324,7,7,1,0,0,1
276,66,80,2,2,2,6,0.508,42,0.213,3,3,1,0,0,1
419,153,72,3,3,3,10,0.347,136,0.313,17,6,2,0,0,1
354,53,73,3,3,3,2,0.901,162,0.143,16,11,0,0,0,0
183,63,20,8,5,6,4,0.47,19,0.09,22,10,1,0,0,1
312,119,74,3,2,2,1,0.782,132,0.13,13,3,2,0,0,0
574,105,71,3,3,1,1,0.909,118,0.113,96,57,2,0,0,1
710,192,90,1,1,0,0,0.805,217,0.134,56,22,1,0,0,1
416,71,76,2,1,1,1,0.987,116,0.195,10,10,0,0,0,0
